บันทึกแล้ว,Stat,    งวด,Unnamed: 3,ผู้ใช้,G/L,กลับรายการ,เลขเอกสาร,Pstng Date,ว/ทเอกสาร,ประเภท,ศ.เงินทุน,ศ.ต้นทุน,Bus. Process,ผลิตภัณฑ์/,Carrier/Op,เซกเมนต์,ศูนย์กำไร,BP,    Amt in loc.cur.,Tx,ข้อความ,ส/ท ซ่อม,SNoซ,วัสดุ,เงื่อนไข1,เงื่อนไข2
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2Q30202,2Q30202,,,,19303,,,"1,000.00",,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2Q30203,2Q30203,,,,19303,,,600,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2Q30204,2Q30204,,,,19303,,,200,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2Q30206,2Q30206,,,,19303,,,"1,200.00",,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R10203,2R10203,,,,19303,,,200,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R10211,2R10211,,,,19303,,,400,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R20106,2R20106,,,,19303,,,200,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R20108,2R20108,,,,19303,,,400,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R20207,2R20207,,,,19303,,,600,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R20209,2R20209,,,,19303,,,200,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R30107,2R30107,,,,19303,,,200,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินช่วยเหลือเกี่ยวกับบุตร-พนักงาน,5,,HHRM0604,53602105,,8800000062,28.05.2024,28.05.2024,HR,2R30205,2R30205,,,,19303,,,200,,4007-ค่าช่วยเหลือบุตร,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-ค่าสวัสดิการบ้านพัก-พนักงาน,5,,HHRM0604,53602110,,8800000062,28.05.2024,28.05.2024,HR,2Q10202,2Q10202,,,,19303,,,"1,035.00",,5322-ภาษีทอดแรก-ค่าเช่าบ้าน,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-ค่าสวัสดิการบ้านพัก-พนักงาน,5,,HHRM0604,53602110,,8800000062,28.05.2024,28.05.2024,HR,2Q10202,2Q10202,,,,19303,,,"6,000.00",,5320-ค่าเช่าบ้าน,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินสมทบค่ายานพาหนะ-พนักงาน,5,,HHRM0604,53602111,,8800000062,28.05.2024,28.05.2024,HR,1H10400,1H10400,,,,19303,,,"15,000.00",,4002-Car Allowance,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินสมทบค่ายานพาหนะ-พนักงาน,5,,HHRM0604,53602111,,8800000062,28.05.2024,28.05.2024,HR,1J50100,1J50100,,,,19303,,,"15,000.00",,4002-Car Allowance,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินสมทบค่ายานพาหนะ-พนักงาน,5,,HHRM0604,53602111,,8800000062,28.05.2024,28.05.2024,HR,1J50200,1J50200,,,,19303,,,"15,000.00",,4002-Car Allowance,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-ผู้บริหาร,5,,HHRM0604,53602302,,8800000062,28.05.2024,28.05.2024,HR,2J00001,1J00000,,,,19303,,,"14,214.75",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,ข-เงินสมทบค่ายานพาหนะ-ผู้บริหาร,5,,HHRM0604,53602311,,8800000062,28.05.2024,28.05.2024,HR,2J00001,1J00000,,,,19303,,,"35,000.00",,4002-Car Allowance,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1B00100,1B00100,,,,19303,,,"11,365.75",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1C00100,1C00104,,,,19303,,,"32,256.05",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1C00100,1C00107,,,,19303,,,"28,384.35",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1C10100,1C10105,,,,19303,,,"19,284.85",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1C10200,1C10200,,,,19303,,,"12,030.15",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1C10300,1C10302,,,,19303,,,"24,310.25",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1C10400,1C10400,,,,19303,,,"17,418.50",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1F00100,1F00100,,,,19303,,,"14,406.70",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1F00100,1F00103,,,,19303,,,"35,956.80",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1F10200,1F10205,,,,19303,,,"15,201.20",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1F10200,1F10206,,,,19303,,,"26,485.65",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1J00300,1J00302,,,,19303,,,"22,471.40",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1J00300,1J00303,,,,19303,,,"13,481.65",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1J00300,1J00304,,,,19303,,,"58,610.30",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1K00300,1K00302,,,,19303,,,"16,893.25",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1K00300,1K00304,,,,19303,,,"17,585.50",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1K00300,1K00306,,,,19303,,,"15,297.30",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1L00100,1L00101,,,,19303,,,"12,271.80",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1L10100,1L10102,,,,19303,,,"17,599.45",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1L10200,1L10205,,,,19303,,,"22,628.25",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1L10300,1L10301,,,,19303,,,"19,319.90",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1M00100,1M00109,,,,19303,,,"8,193.90",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1M00200,1M00205,,,,19303,,,"10,511.60",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1M00200,1M00206,,,,19303,,,"17,698.20",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1M00200,1M00207,,,,19303,,,"10,555.60",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1M00300,1M00309,,,,19303,,,"14,628.55",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1N10100,1N10104,,,,19303,,,"30,309.05",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1N10100,1N10107,,,,19303,,,"40,965.70",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1N10100,1N10108,,,,19303,,,"31,294.95",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1P20200,1P20200,,,,19303,,,"12,295.80",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,1A00000,2A00001,,,,19303,,,"22,210.10",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2A10100,2A10102,,,,19303,,,"8,586.05",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2A10200,2A10201,,,,19303,,,"12,620.70",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2A10300,2A10303,,,,19303,,,"11,082.50",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2B10100,2B10101,,,,19303,,,"39,696.85",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2B10100,2B10102,,,,19303,,,"30,613.65",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2C30200,2C30200,,,,19303,,,"11,542.30",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2C40200,2C40203,,,,19303,,,"17,559.30",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2C40200,2C40204,,,,19303,,,"24,655.15",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2C40300,2C40304,,,,19303,,,"13,162.25",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2C40400,2C40405,,,,19303,,,"10,825.90",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2K10600,2K10601,,,,19303,,,"8,225.25",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2K10600,2K10603,,,,19303,,,"11,695.75",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2L10100,2L10101,,,,19303,,,"9,907.70",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2M10100,2M10100,,,,19303,,,"12,062.05",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2O10200,2O10205,,,,19303,,,"30,160.50",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2O20200,2O20206,,,,19303,,,"7,068.05",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q10302,2Q10302,,,,19303,,,"19,816.50",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q20103,2Q20103,,,,19303,,,"13,794.00",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q20105,2Q20105,,,,19303,,,"20,134.95",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q20204,2Q20204,,,,19303,,,"5,455.50",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q20208,2Q20208,,,,19303,,,"38,376.45",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q30205,2Q30205,,,,19303,,,"25,468.85",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q30207,2Q30207,,,,19303,,,"9,849.95",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2Q30208,2Q30208,,,,19303,,,"9,297.20",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R10109,2R10109,,,,19303,,,"21,350.90",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R10202,2R10202,,,,19303,,,"15,326.90",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R10203,2R10203,,,,19303,,,"21,903.60",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R10210,2R10210,,,,19303,,,"10,106.25",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R20104,2R20104,,,,19303,,,"12,175.50",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R20106,2R20106,,,,19303,,,"7,934.85",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R20205,2R20205,,,,19303,,,"15,986.30",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R20207,2R20207,,,,19303,,,"17,345.30",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
20.05.2024,บ-เงินจ่ายสมทบกองทุนสำรองเลี้ยงชีพ-พนักงาน,5,,HHRM0604,54602102,,8800000062,28.05.2024,28.05.2024,HR,2R20208,2R20208,,,,19303,,,"18,554.80",,/323-สมทบกองทุนสำรองเลี้ยงชีพ,,,,บันทึกรหัสกระบวนการทางธุรกิจ,
