บันทึกแล้ว,Stat,    งวด,Unnamed: 3,ผู้ใช้,G/L,กลับรายการ,เลขเอกสาร,Pstng Date,ว/ทเอกสาร,ประเภท,ศ.เงินทุน,ศ.ต้นทุน,Bus. Process,ผลิตภัณฑ์/,Carrier/Op,เซกเมนต์,ศูนย์กำไร,BP,    Amt in loc.cur.,Tx,ข้อความ,ส/ท ซ่อม,SNoซ,วัสดุ,เงื่อนไข1,เงื่อนไข2
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004517,01.05.2024,31.03.2024,WE,2R10204,2R10204,2R10204R0603,199990000,,19201,,,"27,405.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004517,01.05.2024,31.03.2024,WE,2R10205,2R10205,2R10205R0603,199990000,,19201,,,"28,080.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004517,01.05.2024,31.03.2024,WE,2R10208,2R10208,2R10208R0603,199990000,,19201,,,"28,080.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004519,01.05.2024,31.03.2024,WE,2R10203,2R10203,2R10203R0603,199990000,,19201,,,"-55,485.00",,,,,7000659,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004519,01.05.2024,31.03.2024,WE,2R10204,2R10204,2R10204R0603,199990000,,19201,,,"-27,405.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004519,01.05.2024,31.03.2024,WE,2R10205,2R10205,2R10205R0603,199990000,,19201,,,"-28,080.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004519,01.05.2024,31.03.2024,WE,2R10208,2R10208,2R10208R0603,199990000,,19201,,,"-28,080.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004521,01.05.2024,31.03.2024,WE,2R10203,2R10203,2R10203R0603,199990000,,19201,,,"55,485.00",,,,,7000659,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004521,01.05.2024,31.03.2024,WE,2R10204,2R10204,2R10204R0603,199990000,,19201,,,"27,405.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004521,01.05.2024,31.03.2024,WE,2R10205,2R10205,2R10205R0603,199990000,,19201,,,"28,080.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004521,01.05.2024,31.03.2024,WE,2R10206,2R10206,2R10206R0603,199990000,,19201,,,"26,055.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
08.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004521,01.05.2024,31.03.2024,WE,2R10208,2R10208,2R10208R0603,199990000,,19201,,,"28,080.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004557,01.05.2024,31.03.2024,WE,2R10202,2R10202,2R10202R0603,199990000,,19201,,,"93,555.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004557,01.05.2024,31.03.2024,WE,2R10203,2R10203,2R10203R0603,199990000,,19201,,,"39,150.00",,,,,7001855,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004557,01.05.2024,31.03.2024,WE,2R10204,2R10204,2R10204R0603,199990000,,19201,,,"22,545.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004557,01.05.2024,31.03.2024,WE,2R10205,2R10205,2R10205R0603,199990000,,19201,,,"85,320.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004557,01.05.2024,31.03.2024,WE,2R10206,2R10206,2R10206R0603,199990000,,19201,,,"55,687.50",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004557,01.05.2024,31.03.2024,WE,2R10208,2R10208,2R10208R0603,199990000,,19201,,,"43,740.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004557,01.05.2024,31.03.2024,WE,2R10211,2R10211,2R10211R0603,199990000,,19201,,,"95,687.75",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,บ-ค่าซ่อมแซมและบำรุงรักษา-อาคารและสิ่งปลูกสร้าง,5,,EITSAD01,54642102,,8100004558,01.05.2024,09.04.2024,WE,1N10200,1N10208,1N10208N0417,199990000,,19201,,,"19,850.00",,,1.05113E+11,0,7001797,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004559,01.05.2024,31.03.2024,WE,2R10207,2R10207,2R10207R0603,199990000,,19201,,,"22,636.54",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004560,01.05.2024,31.03.2024,WE,2R10207,2R10207,2R10207R0603,199990000,,19201,,,"-22,636.54",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004562,01.05.2024,31.03.2024,WE,2R10207,2R10207,2R10207R0603,199990000,,19201,,,"22,636.54",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-ค่ารักษาความปลอดภัยในการทำงาน,5,,ECERCS05,51662108,,8100004563,02.05.2024,02.05.2024,WE,2R30202,2R30202,2R30202R0213,199990000,,18103,,,"2,850.00",,,,,7000430,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-ค่ารักษาความปลอดภัยในการทำงาน,5,,ECERCS05,51662108,,8100004563,02.05.2024,02.05.2024,WE,2R30202,2R30202,2R30202R0513,199990000,,18103,,,950,,,,,7000430,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10202,2R10202,2R10202R0603,199990000,,19201,,,"334,395.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10203,2R10203,2R10203R0603,199990000,,19201,,,"339,930.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10204,2R10204,2R10204R0603,199990000,,19201,,,"209,655.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10205,2R10205,2R10205R0603,199990000,,19201,,,"293,760.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10206,2R10206,2R10206R0603,199990000,,19201,,,"150,120.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10207,2R10207,2R10207R0603,199990000,,19201,,,"137,970.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10208,2R10208,2R10208R0603,199990000,,19201,,,"287,415.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
09.05.2024,ต-จ้างOUTSOURCE-ติดตั้ง/ตรวจซ่อม/ศูนย์ซ่อม(ลูกค้า),5,,ECWRIM02,51601702,,8100004579,01.05.2024,31.03.2024,WE,2R10211,2R10211,2R10211R0603,199990000,,19201,,,"298,485.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
13.05.2024,ต-ค่าจ้าง OUTSOURCE-ช่างสำนักงาน,5,,ECWRCS10,51601707,,8100004603,13.05.2024,02.05.2024,WE,2R20208,2R20208,2R20208R0603,199990000,,19201,,,"17,550.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
13.05.2024,ต-ค่าจ้าง OUTSOURCE-ช่างสำนักงาน,5,,ECWRCS10,51601707,,8100004605,13.05.2024,02.05.2024,WE,2R20208,2R20208,2R20208R0603,199990000,,19201,,,"-17,550.00",,,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
13.05.2024,ต-ค่าจ้าง OUTSOURCE-ช่างสำนักงาน,5,,ECWRCS10,51601707,,8100004606,13.05.2024,02.05.2024,WE,2R20208,2R20208,2R20208R0603,199990000,,19201,,,"17,550.00",,เห็นควรจ่ายเงินได้,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
13.05.2024,ต-ค่ารักษาความปลอดภัยในการทำงาน,5,,ECERCS05,51662108,,8100004608,02.05.2024,02.05.2024,WE,2R30202,2R30202,2R30202R0213,199990000,,18103,,,"-2,850.00",,,,,7000430,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
13.05.2024,ต-ค่ารักษาความปลอดภัยในการทำงาน,5,,ECERCS05,51662108,,8100004608,02.05.2024,02.05.2024,WE,2R30202,2R30202,2R30202R0513,199990000,,18103,,,-950,,,,,7000430,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
13.05.2024,ต-ค่าจ้าง OUTSOURCE-ช่างสำนักงาน,5,,ECWRCS10,51601707,,8100004657,13.05.2024,02.05.2024,WE,2R20208,2R20208,2R20208R0603,199990000,,19201,,,"-17,550.00",,เห็นควรจ่ายเงินได้,,,7001383,ห้ามบันทึกรหัสกิจกรรมที่ยกเลิก,
